date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:33:25	110068/110068	---M--	200	added ('OK')	image/jpeg	etag:%2267e51794-1adf4%22	https://prium.github.io/phoenix/v1.22.0/assets/img/e-commerce/review-14.jpg	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/e-commerce/review-14.jpg	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/product-details.html)
22:33:26	215795/215795	---M--	200	added ('OK')	image/jpeg	etag:%2267e51794-34af3%22	https://prium.github.io/phoenix/v1.22.0/assets/img/e-commerce/review-15.jpg	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/e-commerce/review-15.jpg	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/product-details.html)
22:33:26	262873/262873	---M--	200	added ('OK')	image/jpeg	etag:%2267e51794-402d9%22	https://prium.github.io/phoenix/v1.22.0/assets/img/e-commerce/review-16.jpg	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/e-commerce/review-16.jpg	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/product-details.html)
22:33:27	14464/14464	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267e51794-3880%22	https://prium.github.io/phoenix/v1.22.0/vendors/rater-js/index.js	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/vendors/rater-js/index.js	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/product-details.html)
22:33:27	839/839	---M--	200	added ('OK')	image/png	etag:%2267e51791-347%22	https://prium.github.io/phoenix/v1.22.0/assets/img/logos/visa.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/logos/visa.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/checkout.html)
22:33:28	1167/1167	---M--	200	added ('OK')	image/png	etag:%2267e51791-48f%22	https://prium.github.io/phoenix/v1.22.0/assets/img/logos/discover.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/logos/discover.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/checkout.html)
22:33:28	841/841	---M--	200	added ('OK')	image/png	etag:%2267e51791-349%22	https://prium.github.io/phoenix/v1.22.0/assets/img/logos/mastercard.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/logos/mastercard.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/checkout.html)
22:33:28	955/955	---M--	200	added ('OK')	image/png	etag:%2267e51791-3bb%22	https://prium.github.io/phoenix/v1.22.0/assets/img/logos/american_express.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/logos/american_express.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/checkout.html)
22:33:29	529/529	---M--	200	added ('OK')	image/png	etag:%2267e51791-211%22	https://prium.github.io/phoenix/v1.22.0/assets/img//brand2/dell.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/dell.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:29	3971/3971	---M--	200	added ('OK')	image/png	etag:%2267e51791-f83%22	https://prium.github.io/phoenix/v1.22.0/assets/img//brand2/honda.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/honda.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:30	2696/2696	---M--	200	added ('OK')	image/png	etag:%2267e51791-a88%22	https://prium.github.io/phoenix/v1.22.0/assets/img//brand2/xiaomi.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/xiaomi.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:30	6544/6544	---M--	200	added ('OK')	image/png	etag:%2267e51794-1990%22	https://prium.github.io/phoenix/v1.22.0/assets/img//brand/huawei.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand/huawei.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:30	3090/3090	---M--	200	added ('OK')	image/png	etag:%2267e51791-c12%22	https://prium.github.io/phoenix/v1.22.0/assets/img//brand2/intel-2.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/intel-2.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:31	2528/2528	---M--	200	added ('OK')	image/png	etag:%2267e51792-9e0%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/hp.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/hp.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:31	830/830	---M--	200	added ('OK')	image/png	etag:%2267e51791-33e%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/asus-rog.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/asus-rog.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:31	4866/4866	---M--	200	added ('OK')	image/png	etag:%2267e51794-1302%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/yamaha.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/yamaha.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:32	626/626	---M--	200	added ('OK')	image/png	etag:%2267e51792-272%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/ibm.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/ibm.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:32	568/568	---M--	200	added ('OK')	image/png	etag:%2267e51794-238%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/apple-2.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/apple-2.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:32	1649/1649	---M--	200	added ('OK')	image/png	etag:%2267e51791-671%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/oppo.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/oppo.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:33	1069/1069	---M--	200	added ('OK')	image/png	etag:%2267e51794-42d%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/redragon.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/redragon.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:33	1010/1010	---M--	200	added ('OK')	image/png	etag:%2267e51794-3f2%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/xbox.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/xbox.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:33	1676/1676	---M--	200	added ('OK')	image/png	etag:%2267e51792-68c%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brand2/lenovo.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brand2/lenovo.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/profile.html)
22:33:34	3405/3405	---M--	200	added ('OK')	image/png	etag:%2267e51792-d4d%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/dell.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/dell.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:34	13149/13149	---M--	200	added ('OK')	image/png	etag:%2267e51792-335d%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/intel-2.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/intel-2.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:34	11624/11624	---M--	200	added ('OK')	image/png	etag:%2267e51791-2d68%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/honda.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/honda.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:35	6244/6244	---M--	200	added ('OK')	image/png	etag:%2267e51792-1864%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/asus-rog.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/asus-rog.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:35	16520/16520	---M--	200	added ('OK')	image/png	etag:%2267e51791-4088%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/yamaha.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/yamaha.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:35	2711/2711	---M--	200	added ('OK')	image/png	etag:%2267e51791-a97%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/ibm.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/ibm.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:36	4345/4345	---M--	200	added ('OK')	image/png	etag:%2267e51791-10f9%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/apple-2.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/apple-2.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:36	7446/7446	---M--	200	added ('OK')	image/png	etag:%2267e51791-1d16%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/oppo.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/oppo.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:36	10204/10204	---M--	200	added ('OK')	image/png	etag:%2267e51791-27dc%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/redragon.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/redragon.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:37	7596/7596	---M--	200	added ('OK')	image/png	etag:%2267e51792-1dac%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/xbox.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/xbox.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:37	7675/7675	---M--	200	added ('OK')	image/png	etag:%2267e51794-1dfb%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/lenovo.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/lenovo.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:37	6842/6842	---M--	200	added ('OK')	image/png	etag:%2267e51791-1aba%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/xiaomi.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/xiaomi.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:38	14286/14286	---M--	200	added ('OK')	image/png	etag:%2267e51791-37ce%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/oneplus-2.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/oneplus-2.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:38	11787/11787	---M--	200	added ('OK')	image/png	etag:%2267e51792-2e0b%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/suzuki-2.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/suzuki-2.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:38	12375/12375	---M--	200	added ('OK')	image/png	etag:%2267e51791-3057%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/google-store.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/google-store.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:39	11376/11376	---M--	200	added ('OK')	image/png	etag:%2267e51794-2c70%22	https://prium.github.io/phoenix/v1.22.0/assets/img/brands/hp.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/brands/hp.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/favourite-stores.html)
22:33:40	4245/4245	---M--	200	added ('OK')	image/png	etag:%2267e51794-1095%22	https://prium.github.io/phoenix/v1.22.0/assets/img/logos/phoenix-mart.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/logos/phoenix-mart.png	(from https://prium.github.io/phoenix/v1.22.0/apps/e-commerce/landing/invoice.html)
22:33:41	9957/9957	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267e51794-26e5%22	https://prium.github.io/phoenix/v1.22.0/assets/js/pages/crm-analytics.js	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/js/pages/crm-analytics.js	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/analytics.html)
22:33:42	44581/44581	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267e51794-ae25%22	https://prium.github.io/phoenix/v1.22.0/vendors/sortablejs/Sortable.min.js	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/vendors/sortablejs/Sortable.min.js	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/deals.html)
22:33:42	1856/1856	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267e51794-740%22	https://prium.github.io/phoenix/v1.22.0/assets/js/pages/kanban.js	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/js/pages/kanban.js	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/deals.html)
22:33:44	1028/1028	---M--	200	added ('OK')	image/webp	etag:%2267e51792-404%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/72x72/58.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/72x72/58.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/deal-details.html)
22:33:44	7436/7436	---M--	200	added ('OK')	image/webp	etag:%2267e51794-1d0c%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/26.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/26.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/deal-details.html)
22:33:44	6222/6222	---M--	200	added ('OK')	image/webp	etag:%2267e51792-184e%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/12.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/12.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/deal-details.html)
22:33:45	8008/8008	---M--	200	added ('OK')	image/webp	etag:%2267e51792-1f48%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/13.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/13.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/deal-details.html)
22:33:45	10444/10444	---M--	200	added ('OK')	image/webp	etag:%2267e51791-28cc%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/24.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/24.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/deal-details.html)
22:33:46	4978/4978	---M--	200	added ('OK')	image/webp	etag:%2267e51792-1372%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/65.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/65.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/leads.html)
22:33:47	3624/3624	---M--	200	added ('OK')	image/webp	etag:%2267e51791-e28%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/63.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/63.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/leads.html)
22:33:47	13028/13028	---M--	200	added ('OK')	image/webp	etag:%2267e51794-32e4%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/73.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/73.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/leads.html)
22:33:47	9102/9102	---M--	200	added ('OK')	image/webp	etag:%2267e51792-238e%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/75.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/75.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/leads.html)
22:33:51	4596/4596	---M--	200	added ('OK')	image/webp	etag:%2267e51791-11f4%22	https://prium.github.io/phoenix/v1.22.0/assets/img//team/18.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/18.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/report-details.html)
22:33:51	3007/3007	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267e51794-bbf%22	https://prium.github.io/phoenix/v1.22.0/assets/js/pages/report-details.js	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/js/pages/report-details.js	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/report-details.html)
22:33:53	2404/2404	---M--	200	added ('OK')	image/webp	etag:%2267e51791-964%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/150x150/58.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/150x150/58.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/crm/add-contact.html)
22:33:55	6660/6660	---M--	200	added ('OK')	image/webp	etag:%2267e51794-1a04%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/2.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/2.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-list-view.html)
22:33:56	11258/11258	---M--	200	added ('OK')	image/webp	etag:%2267e51794-2bfa%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/20.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/20.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-list-view.html)
22:33:56	9602/9602	---M--	200	added ('OK')	image/webp	etag:%2267e51792-2582%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/14.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/14.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-list-view.html)
22:33:56	6394/6394	---M--	200	added ('OK')	image/webp	etag:%2267e51794-18fa%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/16.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/16.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-list-view.html)
22:33:58	233757/233757	---M--	200	added ('OK')	image/png	etag:%2267e51792-3911d%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/43.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/43.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-card-view.html)
22:33:58	20438/20438	---M--	200	added ('OK')	image/webp	etag:%2267e51792-4fd6%22	https://prium.github.io/phoenix/v1.22.0/assets/img/team/60.webp	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/team/60.webp	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-card-view.html)
22:33:59	17594/17594	---M--	200	added ('OK')	image/png	etag:%2267e51794-44ba%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/42.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/42.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-card-view.html)
22:34:00	142100/142100	---M--	200	added ('OK')	image/png	etag:%2267e51792-22b14%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/51.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/51.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-board-view.html)
22:34:00	103003/103003	---M--	200	added ('OK')	image/png	etag:%2267e51791-1925b%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/52.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/52.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-board-view.html)
22:34:00	142481/142481	---M--	200	added ('OK')	image/png	etag:%2267e51794-22c91%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/53.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/53.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-board-view.html)
22:34:01	120946/120946	---M--	200	added ('OK')	image/png	etag:%2267e51791-1d872%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/54.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/54.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-board-view.html)
22:34:01	164750/164750	---M--	200	added ('OK')	image/png	etag:%2267e51794-2838e%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/55.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/55.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-board-view.html)
22:34:01	127059/127059	---M--	200	added ('OK')	image/png	etag:%2267e51792-1f053%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/56.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/56.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-board-view.html)
22:34:03	155216/155216	---M--	200	added ('OK')	image/png	etag:%2267e51792-25e50%22	https://prium.github.io/phoenix/v1.22.0/assets/img/generic/57.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/generic/57.png	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-board-view.html)
22:34:04	4677/4677	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267e51794-1245%22	https://prium.github.io/phoenix/v1.22.0/assets/js/pages/project-details.js	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/js/pages/project-details.js	(from https://prium.github.io/phoenix/v1.22.0/apps/project-management/project-details.html)
22:34:04	537206/537206	---M--	200	added ('OK')	image/png	etag:%2267e51794-83276%22	https://prium.github.io/phoenix/v1.22.0/assets/video/travel.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/video/travel.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:05	4303/4303	---M--	200	added ('OK')	image/png	etag:%2267e51794-10cf%22	https://prium.github.io/phoenix/v1.22.0/assets/img/bg/bg-left-27.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/bg/bg-left-27.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:05	6327/6327	---M--	200	added ('OK')	image/png	etag:%2267e51791-18b7%22	https://prium.github.io/phoenix/v1.22.0/assets/img/bg/bg-right-27.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/bg/bg-right-27.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:06	35462/35462	---M--	200	added ('OK')	image/png	etag:%2267e51792-8a86%22	https://prium.github.io/phoenix/v1.22.0/assets/img/gallery/35.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/gallery/35.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:06	34320/34320	---M--	200	added ('OK')	image/png	etag:%2267e51792-8610%22	https://prium.github.io/phoenix/v1.22.0/assets/img/gallery/36.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/gallery/36.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:06	6234342/6234342	---M--	200	added ('OK')	video/mp4	etag:%2267e51791-5f20e6%22	https://prium.github.io/phoenix/v1.22.0/assets/video/travel.mp4	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/video/travel.mp4	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:07	47939/47939	---M--	200	added ('OK')	image/png	etag:%2267e51794-bb43%22	https://prium.github.io/phoenix/v1.22.0/assets/img/gallery/37.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/gallery/37.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:07	147162/147162	---M--	200	added ('OK')	image/png	etag:%2267e51794-23eda%22	https://prium.github.io/phoenix/v1.22.0/assets/img/gallery/38.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/gallery/38.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:07	13320/13320	---M--	200	added ('OK')	image/png	etag:%2267e51791-3408%22	https://prium.github.io/phoenix/v1.22.0/assets/img/bg/bg-left-28.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/bg/bg-left-28.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
22:34:08	18019/18019	---M--	200	added ('OK')	image/png	etag:%2267e51791-4663%22	https://prium.github.io/phoenix/v1.22.0/assets/img/bg/bg-right-28.png	C:/Users/admin/Downloads/Ban-hang/prium.github.io/phoenix/v1.22.0/assets/img/bg/bg-right-28.png	(from https://prium.github.io/phoenix/v1.22.0/apps/travel-agency/landing.html)
